is_canceled,lead_time,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,meal_FB,meal_HB,meal_SC,meal_Undefined,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Group,customer_type_Transient,customer_type_Transient-Party
0,2,19,9,0,3,1,0.0,0,0,0,0,0,0,153.33,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,132,31,29,1,2,2,0.0,0,0,0,0,0,0,124.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,212,31,1,2,6,2,0.0,0,0,1,0,0,0,184.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,11,7,1,1,2,0.0,0,0,0,0,0,0,29.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,238,25,18,2,2,2,0.0,0,0,0,0,0,0,117.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,45,7,9,0,4,2,0.0,0,0,0,0,0,0,65.75,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,222,17,29,2,1,2,0.0,0,0,0,0,0,0,99.0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,6,23,8,0,1,1,0.0,0,0,0,0,0,0,120.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,293,27,2,2,5,2,0.0,0,0,0,0,0,0,100.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,4,27,26,2,1,3,0.0,0,0,0,0,0,0,162.88,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,37,7,1,2,1,0.0,0,0,0,0,0,0,96.27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,123,19,12,0,2,2,1.0,0,0,0,0,0,0,162.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,507,33,15,0,1,2,0.0,0,0,0,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1,80,16,10,2,1,1,0.0,0,0,0,0,0,0,100.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0,159,53,29,0,4,2,0.0,0,0,0,0,1,111,70.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,99,8,19,0,1,2,0.0,0,0,1,0,0,0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,290,32,3,1,3,2,0.0,0,0,1,0,0,0,62.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,37,42,13,0,3,2,0.0,0,0,0,0,0,0,105.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,44,8,17,0,3,2,0.0,0,0,0,0,0,3,75.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1,414,28,13,0,2,2,0.0,0,0,0,0,1,0,80.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,13,49,2,2,4,3,0.0,0,0,0,0,0,0,131.89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,71,46,6,2,0,2,0.0,0,0,0,0,0,0,120.15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,67,31,30,4,5,1,0.0,0,0,0,0,0,0,103.68,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,21,18,25,1,4,1,0.0,0,0,0,0,2,0,50.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,33,50,9,0,2,2,0.0,0,0,1,0,0,0,110.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0,91,19,4,0,2,2,0.0,0,0,0,0,0,0,68.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,165,53,30,0,4,2,0.0,0,0,0,0,0,122,136.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,277,46,7,1,2,2,0.0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
0,115,24,6,1,2,2,0.0,0,0,0,0,2,0,116.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,80,36,3,1,3,2,0.0,0,0,0,0,0,0,62.83,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,71,39,22,0,3,2,0.0,0,0,0,0,0,0,95.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,42,31,27,1,4,2,0.0,0,0,0,0,0,0,133.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,110,39,23,0,2,3,0.0,0,0,0,0,0,0,168.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,344,25,16,0,2,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
1,64,9,4,2,1,2,0.0,0,0,0,0,0,0,106.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,27,36,1,2,6,2,0.0,0,0,0,0,0,0,186.0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,70,23,3,0,2,2,0.0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,46,36,29,1,4,2,0.0,0,0,0,0,0,0,100.62,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,9,1,6,1,2,2,0.0,0,0,0,0,0,0,87.69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,50,26,28,0,2,2,0.0,0,0,0,0,0,0,140.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,14,37,7,1,3,2,0.0,0,0,0,0,0,0,109.75,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,155,33,10,0,4,3,0.0,0,0,0,0,1,0,205.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,17,27,0,1,1,0.0,0,1,0,2,0,0,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,270,2,14,1,1,2,0.0,0,0,0,0,0,0,81.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,74,13,20,1,0,1,0.0,0,0,0,0,0,0,37.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,11,39,20,0,1,1,0.0,0,1,0,1,0,0,94.71,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,351,40,3,2,2,2,0.0,0,0,1,0,0,0,62.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,292,30,21,0,2,2,0.0,0,0,0,0,0,0,115.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,191,26,23,0,3,1,0.0,0,0,0,0,1,0,95.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,37,46,12,0,1,1,0.0,0,0,0,0,2,0,67.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,295,18,28,0,2,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
0,4,39,21,1,0,2,0.0,0,0,0,0,0,0,155.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,219,10,2,2,5,2,0.0,0,0,0,0,0,0,52.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1,15,23,29,2,0,2,0.0,0,0,0,0,0,0,111.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,332,52,23,2,4,2,0.0,0,0,0,0,1,0,63.75,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,191,33,15,0,1,2,0.0,0,0,0,0,0,0,152.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,170,26,29,0,3,2,0.0,0,0,0,0,0,0,127.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,58,29,15,0,1,2,2.0,0,0,0,0,0,0,182.7,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,80,13,31,0,2,2,0.0,0,0,0,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1,82,16,16,2,2,3,0.0,0,0,0,0,0,0,121.55,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,45,3,0,4,2,0.0,0,0,0,0,0,0,82.45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,81,35,27,2,2,2,2.0,0,0,0,0,0,0,351.0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,177,28,9,2,6,2,0.0,1,0,0,0,1,0,142.2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,262,19,11,0,3,2,0.0,0,0,0,0,2,0,135.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,320,22,3,2,5,2,0.0,0,0,0,0,0,0,88.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,227,34,20,2,5,2,2.0,0,0,0,0,1,0,180.18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,119,8,21,2,5,3,1.0,0,0,0,0,0,0,135.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,3,2,8,0,1,2,0.0,0,0,0,0,0,0,78.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,71,36,2,2,5,2,2.0,0,0,0,0,0,0,163.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,94,2,10,0,3,2,0.0,0,0,0,0,0,0,93.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,220,23,4,2,1,2,0.0,0,0,0,0,0,0,73.33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,45,31,1,0,2,0.0,0,0,0,0,1,0,57.97,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,49,29,11,1,0,2,0.0,0,0,0,0,0,0,93.15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,54,12,16,0,4,2,0.0,0,0,0,0,0,0,67.32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,123,9,27,1,1,2,0.0,0,0,0,0,0,0,64.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,221,41,10,1,1,2,0.0,0,0,0,0,0,0,74.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,140,53,29,0,5,2,0.0,0,0,0,0,0,0,70.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0,97,32,1,2,5,2,0.0,0,0,0,0,0,0,223.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,3,15,8,0,1,2,0.0,0,0,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,50,10,8,0,2,2,0.0,0,0,0,0,0,0,97.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,168,20,14,2,1,2,0.0,0,0,0,0,0,0,108.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,25,30,26,2,4,2,0.0,0,0,0,0,0,0,245.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,2,5,0,1,2,0.0,0,0,0,0,0,0,89.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,393,12,19,2,1,2,0.0,0,0,0,0,0,0,70.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
0,32,36,2,1,2,2,0.0,0,0,0,0,0,0,116.64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,174,41,10,1,1,2,0.0,0,0,0,0,0,0,70.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1,124,32,8,2,1,2,0.0,0,0,0,0,0,0,94.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,11,43,23,2,2,2,0.0,0,0,0,0,0,0,88.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,236,34,26,2,5,2,0.0,1,0,0,0,1,0,124.54,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,28,44,29,0,1,1,0.0,0,0,0,0,0,0,130.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,110,15,10,1,2,2,0.0,0,0,0,0,0,0,99.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,255,25,14,0,1,1,0.0,0,0,0,0,1,0,87.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,210,43,19,0,4,2,0.0,0,0,0,0,0,0,96.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,51,46,11,0,4,2,0.0,0,0,0,0,1,0,69.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,356,28,13,1,3,3,0.0,0,0,0,0,0,0,132.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,166,45,1,0,3,1,0.0,0,0,0,0,0,0,110.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1,5,15,4,1,3,1,0.0,0,0,0,0,0,0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,42,13,27,2,5,2,0.0,0,1,0,0,0,0,63.07,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,104,12,19,2,5,1,0.0,0,0,0,0,1,0,65.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,140,53,29,0,5,2,0.0,0,0,0,0,0,0,70.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1,111,38,11,2,2,2,0.0,0,0,0,0,0,0,118.8,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,76,14,1,0,2,2,0.0,0,0,0,0,0,0,87.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,171,29,20,1,3,2,0.0,0,0,0,0,0,0,156.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,8,23,0,1,2,0.0,0,1,0,3,0,0,68.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,128,19,4,0,3,3,0.0,0,0,0,0,0,0,105.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,174,22,1,0,3,2,0.0,0,0,0,0,0,0,110.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
0,0,50,5,1,0,1,0.0,0,0,0,0,1,0,88.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,86,37,9,0,3,2,0.0,0,0,0,0,1,0,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,297,38,11,4,7,2,0.0,0,0,0,0,1,0,66.8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,9,16,10,1,0,1,0.0,0,0,0,0,0,0,105.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,122,16,15,0,2,2,0.0,0,0,0,0,0,56,85.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,39,25,2,2,2,0.0,0,0,0,0,0,0,180.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,34,14,1,0,2,1.0,0,0,0,0,2,0,208.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,205,38,16,1,2,2,0.0,0,0,0,0,0,0,120.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
1,27,24,9,0,1,2,0.0,0,0,0,0,0,0,120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,56,24,8,0,1,2,0.0,0,0,0,0,0,0,120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,346,38,13,0,2,2,0.0,0,0,0,0,0,0,115.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,139,17,23,2,1,2,0.0,0,0,0,0,0,0,117.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,103,19,4,0,3,2,0.0,0,0,0,0,0,0,80.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,5,13,21,1,1,1,0.0,0,0,0,0,0,0,89.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,175,32,2,0,4,3,0.0,0,0,0,0,0,0,130.05,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,18,27,0,2,1,0.0,0,1,0,5,0,0,42.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,34,17,18,1,2,2,0.0,0,0,0,0,0,0,85.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,22,8,23,0,2,2,0.0,0,0,0,0,0,0,60.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,164,40,2,0,2,1,0.0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,175,30,23,1,1,2,0.0,0,0,0,0,0,0,85.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,28,11,17,2,5,2,0.0,0,0,0,0,0,0,68.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,251,33,9,2,7,2,0.0,0,0,0,0,0,0,195.98,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,43,40,27,2,5,2,0.0,0,0,0,0,0,0,83.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,80,28,14,0,1,2,2.0,0,0,0,0,0,0,230.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,384,30,20,0,2,2,0.0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
0,65,42,16,0,1,2,0.0,0,0,0,0,0,0,89.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,50,6,1,0,2,0.0,0,0,0,0,0,0,68.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,20,10,0,1,1,0.0,0,1,0,3,0,0,56.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,148,32,7,1,2,2,0.0,0,0,0,0,0,0,125.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,168,35,27,2,1,3,0.0,0,0,0,0,0,0,175.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,71,1,1,2,2,1,0.0,0,0,0,0,0,0,32.22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,59,20,20,2,2,2,0.0,0,0,0,0,0,0,162.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,7,39,20,0,1,1,0.0,0,0,0,0,0,0,129.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,206,32,2,4,10,2,0.0,0,0,0,0,0,0,90.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,418,40,26,1,2,2,0.0,0,0,0,0,1,223,107.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,18,16,18,0,4,2,0.0,0,0,0,0,0,0,126.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,164,33,14,0,1,1,0.0,0,0,1,0,0,0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
0,112,53,30,0,3,1,0.0,0,0,0,0,2,0,155.67,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,338,21,24,2,5,2,0.0,0,0,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,31,48,25,0,2,2,0.0,0,0,0,0,0,0,38.81,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,100,42,16,0,1,2,0.0,0,0,0,0,0,0,108.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0,27,25,19,1,3,1,0.0,0,0,0,0,0,0,130.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,67,21,27,1,1,3,0.0,0,0,0,0,0,0,234.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,177,40,27,4,10,1,0.0,0,0,0,0,0,0,42.23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,44,27,0,2,1,0.0,0,1,0,1,1,0,65.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,33,50,9,0,2,2,0.0,0,0,1,0,0,0,110.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0,377,42,14,0,2,1,0.0,0,0,0,0,1,0,90.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,144,53,29,0,3,2,0.0,0,0,0,0,0,0,72.25,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,54,3,18,0,3,2,0.0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0,88,41,7,0,2,2,0.0,0,0,0,0,0,0,90.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,10,28,2,1,1,0.0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,7,10,6,1,1,1,0.0,0,0,0,0,0,0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,165,53,30,0,4,2,0.0,0,0,0,0,0,122,136.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,96,12,19,2,5,1,0.0,0,0,0,2,0,0,30.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,10,18,5,1,2,2,0.0,0,0,0,0,0,0,170.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,53,28,0,1,2,0.0,0,0,0,0,0,0,88.0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,45,35,31,0,1,2,0.0,0,0,0,0,0,0,185.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,9,1,0,4,2,0.0,0,0,0,0,0,0,74.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,89,30,18,1,3,3,0.0,0,0,0,0,0,0,139.95,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,129,19,12,1,2,2,0.0,0,0,0,0,0,0,120.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,18,15,3,2,0,2,0.0,0,0,0,0,0,0,101.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,346,8,25,2,1,3,0.0,0,0,0,0,0,0,114.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,1,10,28,2,1,1,0.0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,364,42,12,0,4,2,0.0,0,0,0,0,0,0,66.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,299,33,12,0,2,2,0.0,0,0,1,0,0,0,62.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,53,44,29,1,1,2,0.0,0,0,0,0,0,0,107.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,248,42,13,2,3,2,0.0,0,0,0,0,0,0,83.38,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,37,49,3,1,1,2,0.0,0,0,0,0,0,0,63.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,17,49,30,1,3,1,0.0,0,0,0,0,0,0,42.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,21,27,2,5,2,0.0,0,0,0,0,0,0,75.43,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,263,39,21,1,0,2,0.0,0,0,0,0,0,0,67.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,17,6,4,2,4,2,0.0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,162,15,13,2,7,2,0.0,0,0,0,0,6,0,90.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,44,40,1,1,3,2,0.0,0,0,0,0,0,0,66.3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,198,21,20,0,1,2,0.0,0,0,0,0,1,98,65.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,6,3,21,0,1,1,0.0,0,0,0,0,0,0,43.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,108,2,12,2,5,1,0.0,0,0,0,0,0,0,49.7,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,56,24,8,0,1,2,0.0,0,0,0,0,0,0,120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,321,23,4,2,4,2,0.0,0,0,0,0,3,0,74.25,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
